name,address_1,address_2,city,state,zip,phone,latitude,longitude,category,website,active,daycode1,day1_open,day1_close,daycode2,day2_open,day2_close,daycode3,day3_open,day3_close,daycode4,day4_open,day4_close,daycode5,day5_open,day5_close,daycode6,day6_open,day6_open,daycode7,day7_open,day7_close,year_round (y/n),season_open,season_close
Growing Great Dreams,125 E. Martin Luther King Jr. Blvd,,Los Angeles,CA,,,34.01117718000,-118.27269606000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Hills Nursery, Incorporated",16440 East Whittier Boulevard,,Whittier,CA,,,33.93992311000,-117.97911120000,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermosa Beach Community Garden,210 Valley Drive,,Hermosa Beach,CA,,,33.85570883000,-118.39461322000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corey Nursery Company, Incorporated",25308 East Baseline,,San Bernardino,CA,,,34.12133852000,-117.25240751000,,,,,,,,,,,,,,,,,,,,,,,,,,
Cstars Nursery,1400 West Greenleaf,,Compton,CA,,,33.89533372000,-118.20155567000,,,,,,,,,,,,,,,,,,,,,,,,,,
Hudson Community Garden,Adjacent to 2335 Webster Avenue,,Long Beach,CA,,,33.79994122000,-118.21983033000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boething Treeland Nursery Company, Incorporated",23475 Long Valley Road,,Calabasas,CA,,,34.15909679000,-118.63920950000,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee Flat Ranch,Bee Flat Ranch Parcel #5864029001,,La Canada Flintridge,CA,,,34.21033725000,-118.19947928000,,,,,,,,,,,,,,,,,,,,,,,,,,
Cstars Nursery,17654 South Normandie Avenue,,Gardena,CA,,,33.87103314000,-118.29899333000,,,,,,,,,,,,,,,,,,,,,,,,,,
Bountiful Gardens,10150 Foothill Boulevard,,Sylmar,CA,,,34.27295298000,-118.35006254000,,,,,,,,,,,,,,,,,,,,,,,,,,
Geneva Gardens,626 Geneva Street,,Glendale,CA,,,34.15577366000,-118.24677594000,,,,,,,,,,,,,,,,,,,,,,,,,,
Glassell Park Community Garden,3304 Drew Street,,Los Angeles,CA,,,34.12011712000,-118.24280319000,,,,,,,,,,,,,,,,,,,,,,,,,,
Barranquillas Nursery,28920 Bouquet Canyon Road,,Santa Clarita,CA,,,34.42691139000,-118.53727913000,,,,,,,,,,,,,,,,,,,,,,,,,,
Granada Hills Salad Bowl Garden Club,16003 Rinaldi Street,,Granada Hills,CA,,,34.27917802000,-118.48080945000,,,,,,,,,,,,,,,,,,,,,,,,,,
"C And S Nursery, Incorporated",5501 Coliseum Street,,Los Angeles,CA,,,34.01839750000,-118.36636933000,,,,,,,,,,,,,,,,,,,,,,,,,,
C And Y Growers,11811 Strathern Street,,North Hollywood,CA,,,34.21575711000,-118.39035110000,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Poly Nursery,4102 South University Drive,,Pomona,CA,,,34.05026519000,-117.82060846000,,,,,,,,,,,,,,,,,,,,,,,,,,
Califarmer,2559 E. Monroe Street,,Long Beach,CA,,,33.83549821000,-118.22199982000,,,,,,,,,,,,,,,,,,,,,,,,,,
California Cactus Center,216 South Rosemead Boulevard,,Pasadena,CA,,,34.14254057000,-118.07323630000,,,,,,,,,,,,,,,,,,,,,,,,,,
California Nurseries,18924 Roscoe Blvd,,Northridge,CA,,,34.22057333000,-118.54581868000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Campbell Landscapes, Inc.",740 Amelia Street,,Glendora,CA,,,34.12254756000,-117.82020838000,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Cactus,1535 Ohio Ave,,Long Beach,CA,,,33.78675149000,-118.16010253000,,,,,,,,,,,,,,,,,,,,,,,,,,
Carreon Nursery,7900 Lamersed,,Rosemead,CA,,,34.06497471000,-118.08197409000,,,,,,,,,,,,,,,,,,,,,,,,,,
El Rancho Growers Nursery,1801 S. Grandridge Ave,,Monterey Park,CA,,,34.04280004000,-118.13530198000,,,,,,,,,,,,,,,,,,,,,,,,,,
El Rancho Growers Nursery,1767 Isabella Street,,Monterey Park,CA,,,34.05173565000,-118.14615735000,,,,,,,,,,,,,,,,,,,,,,,,,,
Certified Plant Growers,10524 East Firestone Boulevard,,Norwalk,CA,,,33.92699884000,-118.10798005000,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemical Consultants Intl Dba Foothills Cactus,11252 Ranetto Pl.,,Sylmar,CA,,,34.27432130000,-118.34629907000,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikugo-En Bonsai Nursery,18110 South Western Avenue,,Torrance,CA,,,33.86621084000,-118.30909683000,,,,,,,,,,,,,,,,,,,,,,,,,,
F And A Nursery,8650 Artesia Boulevard,,Bellflower,CA,,,33.87466223000,-118.14765984000,,,,,,,,,,,,,,,,,,,,,,,,,,
La Madera Community Garden,3805 La Madera Avenue,,El Monte,CA,,,34.07365016000,-118.01734260000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brothers Nursery, Incorporated",302 East Foothill Blvd Suite 202,,Azusa,CA,,,34.13345385000,-117.90479911000,,,,,,,,,,,,,,,,,,,,,,,,,,
La Mirada Community Garden,13518 Biola Avenue,,La Mirada,CA,,,33.90925351000,-118.01949998000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkard Nurseries, Incorporated",690 North Orange Grove Boulevard,,Pasadena,CA,,,34.15515616000,-118.15554301000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fausto Garcia,5759 Allington Street,,Lakewood,CA,,,33.86557029000,-118.11965016000,,,,,,,,,,,,,,,,,,,,,,,,,,
Lennox Community Garden,SW corner of W. 112th Street and Inglewood Ave,,Inglewood,CA,,,33.93842297000,-118.35705090000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Color Spot Nurseries, Inc. Attn:Cheryl Matheson",321 West Sepulveda Boulevard,,Carson,CA,,,33.80799358000,-118.27991486000,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach Community Garden,7600 E. Spring Street,,Long Beach,CA,,,33.81032972000,-118.08617765000,,,,,,,,,,,,,,,,,,,,,,,,,,
First Image Nursery,16801 South Central,,Carson,CA,,,33.88027126000,-118.24884051000,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach Grows Orizaba Park,1435 Orizaba Avenue,,Long Beach,CA,,,33.78507221000,-118.15680405000,,,,,,,,,,,,,,,,,,,,,,,,,,
First Image Nursery,2700 South Fairfax Avnue,,Los Angeles,CA,,,34.03074949000,-118.37149750000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Beach Organic, Inc. - Mary Molina Garden",1640 W. 20th Street,,Long Beach,CA,,,33.79345323000,-118.21477942000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorful Garden Center, Incorporated",28263 Dorothy Drive,,Agoura Hills,CA,,,34.14200793000,-118.74246295000,,,,,,,,,,,,,,,,,,,,,,,,,,
First Image Nursery,17723 Prairie Avenue,,Torrance,CA,,,33.86973577000,-118.34384087000,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Seasons Wholesale Nursery,18840 Nordhoff Street,,Northridge,CA,,,34.23543371000,-118.54380932000,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Valley Nursery,3111 E. Sierra Madre Blvd.,,Pasadena,CA,,,34.16172999000,-118.08627357000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Beach Organic, Inc. - Pacific And 6Th Community Garden",Pacific Avenue at 6th Street,,Long Beach,CA,,,33.77414125000,-118.19371890000,,,,,,,,,,,,,,,,,,,,,,,,,,
Lago Seco Community Garden,3920 235th Street,,Torrance,CA,,,33.81275956000,-118.35466417000,,,,,,,,,,,,,,,,,,,,,,,,,,
F.A.C.T. Family Adult & Child Therapies,10642 Santa Monica Blvd. #201,,Los Angeles,CA,,,34.05280599000,-118.43047412000,,,,,,,,,,,,,,,,,,,,,,,,,,
F.A.C.T. Family Adult & Child Therapies,1637 Malcolm Avenue,,Los Angeles,CA,,,34.05321043000,-118.43727027000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fausto Garcia,16654 Chicago Ave,,Bellflower,CA,,,33.88265198000,-118.11076994000,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakewood Community Garden,6210 Candlewood Street,,Lakewood,CA,,,33.85317311000,-118.11181323000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Beach Organic, Inc. - Top Of The Town",6751 Atlantic Avenue,,Long Beach,CA,,,33.87752222000,-118.18611228000,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniger Orchids,17351 Nordhoff Street,,Northridge,CA,,,34.23580784000,-118.51302909000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield Fountain Community Garden,1259 N. Mansfield Avenue,,Los Angeles,CA,,,34.09361321000,-118.34050187000,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave'S 4 Seasons Growers,7701 Mooney,,Rosemead,CA,,,34.04920622000,-118.10031338000,,,,,,,,,,,,,,,,,,,,,,,,,,
David'S Nursery,909 East Sepulveda Boulevard,,Carson,CA,,,33.80854552000,-118.25738331000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar Vista Community Garden,5075 S. Slauson Avenue,,Culver City,CA,,,33.99348683000,-118.40685601000,,,,,,,,,,,,,,,,,,,,,,,,,,
Manzanita Street Community Garden,1101 Manzanita Street,,Los Angeles,CA,,,34.09348168000,-118.28090702000,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Roots Garden Center And Florist,207 North Sepulveda Boulevard,,Manhattan Beach,CA,,,33.88055024000,-118.39609243000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa-Nabi Community Garden,961 S. Mariposa Avenue,,Los Angeles,CA,,,34.05387011000,-118.29899293000,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominus Plantarum,1765 Sinaloa Avenue,,Pasadena,CA,,,34.17634999000,-118.11586287000,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Park Community Garden,340 N. Orange Place,,Azusa,CA,,,34.12695148000,-117.91379905000,,,,,,,,,,,,,,,,,,,,,,,,,,
Messiah Organic Community Garden,7300 West Manchester Avenue,,Los Angeles,CA,,,33.95969257000,-118.42254975000,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Nursery,Berendo and West 126th Street,,Los Angeles,CA,,,33.96409436000,-118.27394041000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Beach Organic, Inc. - Wild Oats Garden",3709 E. 10th Street,,Long Beach,CA,,,33.77896463000,-118.14852108000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long Beach Organic, Inc. - Saint LukeΓÇÖS Garden",525 E. 7th Street,,Long Beach,CA,,,33.77536834000,-118.18560856000,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycadia,17337 Chase Street,,Northridge,CA,,,34.22308735000,-118.51138688000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cyclamen Growers, Incorporated",11545 Kagel Canyon Street,,Sylmar,CA,,,34.27823395000,-118.38374608000,,,,,,,,,,,,,,,,,,,,,,,,,,
Damas Nursery,6265 East Hereford Drive,,Los Angeles,CA,,,34.00962356000,-118.13724565000,,,,,,,,,,,,,,,,,,,,,,,,,,
Moothart Collingnon/Francis Avenue Community Garden,2909 Francis Avenue,,Los Angeles,CA,,,34.05684802000,-118.28941935000,,,,,,,,,,,,,,,,,,,,,,,,,,
Esequiel Nursery,9000 Atlantic Boulevard,,South Gate,CA,,,33.94886599000,-118.18191656000,,,,,,,,,,,,,,,,,,,,,,,,,,
Evergreen Nursery,7545 Mexico Way,,Buena Park,CA,,,33.85115931000,-118.03354217000,,,,,,,,,,,,,,,,,,,,,,,,,,
New City School Farm,225 E. 15th Street,,Long Beach,CA,,,33.78535753000,-118.19030932000,,,,,,,,,,,,,,,,,,,,,,,,,,
Exotic Garden Nursery,18801 Victory Boulevard,,Reseda,CA,,,34.18660773000,-118.54272888000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mothers Of East La Community Garden,1020 S. Fickett Street,,Los Angeles,CA,,,34.03134147000,-118.21534040000,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez Nursery,2214 Broach Avenue,,Duarte,CA,,,34.12446918000,-117.98702975000,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Hernandez Dba Hernandez Nursery,5501 Rodeo Road,,Los Angeles,CA,,,34.02158957000,-118.36602602000,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez Nursery,470 East Duarte Road,,Monrovia,CA,,,34.13221289000,-117.99257879000,,,,,,,,,,,,,,,,,,,,,,,,,,
Norman Harriton Community Garden,2037 N. Sanborn Avenue,,Los Angeles,CA,,,34.10427939000,-118.27864815000,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez Nursery,1007 Worcester Avenue,,Pasadena,CA,,,34.16315979000,-118.14503235000,,,,,,,,,,,,,,,,,,,,,,,,,,
North Long Beach Community Garden,6895 N. Myrtle Avenue,,Long Beach,CA,,,33.87999448000,-118.18181416000,,,,,,,,,,,,,,,,,,,,,,,,,,
North Hollywood Community Garden,11800 Weddington Street,,Valley Village,CA,,,34.16666393000,-118.39178557000,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez Nursery,12269 Pellissier Road,,Whittier,CA,,,34.03409822000,-118.03323564000,,,,,,,,,,,,,,,,,,,,,,,,,,
"F.K. Nursery, Incorporated",2027 Colby Avenue,,Los Angeles,CA,,,34.03807148000,-118.44687299000,,,,,,,,,,,,,,,,,,,,,,,,,,
Milagro Allegro Community Garden,115 S. Avenue 56,,Los Angeles,CA,,,34.10845842000,-118.19353432000,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey Road Eco-Community Garden - East,870 Monterey Road,,Glendale,CA,,,34.15704972000,-118.24403954000,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy One,4711 Don Miguel Drive,,Los Angeles,CA,,,34.00343571000,-118.35752770000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mlk Community Peace Garden,1950 Lemon Avenue,,Long Beach,CA,,,33.79212960000,-118.17840649000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Thumb Nursery,7725 Topanga Canyon Boulevard,,Canoga Park,CA,,,34.21029039000,-118.60600185000,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmer Park Community Garden,610 E. Palmer Avenue,,Glendale,CA,,,34.13261380000,-118.24744175000,,,,,,,,,,,,,,,,,,,,,,,,,,
Firever Deciduous Nursery,11022 Summit Trail,,Sylmar,CA,,,34.28997792000,-118.37448251000,,,,,,,,,,,,,,,,,,,,,,,,,,
Orcutt Ranch Horticultural Center Rancho Sombra Del Roble,23600 Roscoe Boulevard,,Canoga Park,CA,,,34.21913274000,-118.64119904000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawthorne Nursery, Incorporated",4519 West El Segundo Boulevard,,Hawthorne,CA,,,33.91644827000,-118.35529922000,,,,,,,,,,,,,,,,,,,,,,,,,,
Paramount (Cortland) Community Garden,7200 Cortland Avenue,,Paramount,CA,,,33.91370851000,-118.17473157000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawthorne Nursery, Incorporated",4556 El Segundo Boulevard,,Hawthorne,CA,,,33.91639493000,-118.35609152000,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasadena Community Gardens,721 South Pasadena Avenue,,Pasadena,CA,,,34.13313116000,-118.15412970000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher Barrie And Yvette,2929 Oakhurst Avenue,,Los Angeles,CA,,,34.03560174000,-118.39535932000,,,,,,,,,,,,,,,,,,,,,,,,,,
Flora Bella Farms,Arizona & @nd Street,,Santa Monica,CA,,,34.01199520000,-118.46776124000,,,,,,,,,,,,,,,,,,,,,,,,,,
Patton Street Community Garden,303 Patton Street,,Los Angeles,CA,,,34.06541809000,-118.25915428000,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowers By Imrana Ashraf,808 East Baseline Road,,San Dimas,CA,,,34.12112297000,-117.79161976000,,,,,,,,,,,,,,,,,,,,,,,,,,
Foothill Nursery,10456 Foothill Boulevard,,Sylmar,CA,,,34.27395299000,-118.35764308000,,,,,,,,,,,,,,,,,,,,,,,,,,
Pea Patch Community Garden,1200 Meadows Ave,,Manhattan Beach,CA,,,33.88833381000,-118.39171642000,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Community Garden,N. Oakland Avenue and E. Maple Street,,Pasadena,CA,,,34.15235033000,-118.13994905000,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwich Community Garden,417 Norwich Drive,,Los Angeles,CA,,,34.07942415000,-118.38070640000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Thumb Nursery,21812 Sherman Way,,Canoga Park,CA,,,34.20096345000,-118.60335925000,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean View Farms,3300 S. Centinela Avenue,,Los Angeles,CA,,,34.01472864000,-118.44193054000,,,,,,,,,,,,,,,,,,,,,,,,,,
Rancho San Pedro Community Garden,275 W. 1st Street,,San Pedro,CA,,,33.74327698000,-118.28301724000,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosecrans Farms,561 W. 146th Street,,Gardena,CA,,,33.89964845000,-118.28525960000,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosewood Gardens,4160 1/2 Rosewood Avenue,,Los Angeles,CA,,,34.07901300000,-118.29518128000,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemary And Thyme Community Garden,10161 Jordan Avenue,,Chatsworth,CA,,,34.25474988000,-118.60390239000,,,,,,,,,,,,,,,,,,,,,,,,,,
San Pedro Gardens,1400 N. Gaffey Street,,San Pedro,CA,,,33.75697918000,-118.29223010000,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Grown Gardens,8228 Steward Ave,,Los Angeles,CA,,,33.96360405000,-118.40869054000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Nurseries,1350 South Garey Avenue,,Pomona,CA,,,34.04666137000,-117.74964588000,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank S. Chiodo,19720 West Avenue B,,Lancaster,CA,,,34.80359343000,-118.47785952000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuji Bonsai Nursery,13170 Glenoaks Boulevard,,Sylmar,CA,,,34.30969368000,-118.45237192000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujiyama Nursery,20813 East Valley Boulevard,,Walnut,CA,,,34.01536669000,-117.85041542000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuku Bonsai Nursery,550 168th Street,,Gardena,CA,,,33.87918216000,-118.28974516000,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clarita Community Garden,27234 Bouquet Canyon Road,,Santa Clarita,CA,,,34.43549845000,-118.52115495000,,,,,,,,,,,,,,,,,,,,,,,,,,
G.M. Nursery,2563 Angelus Avenue,,Rosemead,CA,,,34.05835853000,-118.08717783000,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Plant Growers, Incorporated",24501 Figueroa Street,,Carson,CA,,,33.80439968000,-118.28396508000,,,,,,,,,,,,,,,,,,,,,,,,,,
Pico Rivera Community Garden,8606 Beverly Road,,Pico Rivera,CA,,,34.00949988000,-118.08788884000,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomona Community Garden,1170 W. Fremont Street,,Pomona,CA,,,34.04245014000,-117.76421376000,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Youth Green,12467 W. Osborne Street,,Pacoima,CA,,,34.25775290000,-118.40469586000,,,,,,,,,,,,,,,,,,,,,,,,,,
Proyecto Jardin,1718 Bridge Street,,Los Angeles,CA,,,34.05189455000,-118.21661162000,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen Park Learning Garden,652 E. Queen Street,,Inglewood,CA,,,33.96261162000,-118.34492299000,,,,,,,,,,,,,,,,,,,,,,,,,,
Sepulveda Garden Center,16633 Magnolia Boulevard,,Encino,CA,,,34.16495650000,-118.49550040000,,,,,,,,,,,,,,,,,,,,,,,,,,
Garibaldo'S Nursery,8834 Rose Street,,Bellflower,CA,,,33.86953874000,-118.14349582000,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano Canyon Community Garden,545 Solano Avenue,,Los Angeles,CA,,,34.07418256000,-118.23143010000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Girasol Nursery, Incorporated",8555 Spruce Street,,Pico Rivera,CA,,,34.00540393000,-118.08904289000,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanford Avalon Community Garden,658 E. 111th Place,,Los Angeles,CA,,,33.93417627000,-118.26377086000,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Oak Ranch Properties,19802 Placerita Canyon Road,,Newhall,CA,,,34.37572276000,-118.48378382000,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauregui Nursery,950 East Claude,,Carson,CA,,,33.88372321000,-118.25922978000,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Luke'S Garden,524 E. 7th Street,,Long Beach,CA,,,33.77531307000,-118.18558896000,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauregui Nursery,20300 Main,,Carson,CA,,,33.84738273000,-118.28010118000,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauregui Nursery,550 West 157th Street,,Gardena,CA,,,33.88901430000,-118.28457081000,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit Avenue,1282 N. Summit Avenue,,Pasadena,CA,,,34.16782187000,-118.14763612000,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauregui Nursery,6741 Del Amo Boulevard,,Lakewood,CA,,,33.84606930000,-118.10034874000,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Community Garden,18702 Erwin Street,,Reseda,CA,,,34.18385361000,-118.54066941000,,,,,,,,,,,,,,,,,,,,,,,,,,
The Learning Garden,1300 Venice Blvd.,,Los Angeles,CA,,,34.04290490000,-118.28222109000,,,,,,,,,,,,,,,,,,,,,,,,,,
El Sereno Community Garden,5466 Huntington Drive,,Los Angeles,CA,,,34.09249662000,-118.16162329000,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Plant Growers, Incorporated",24500 Vermont Avenue,,Harbor City,CA,,,33.80165915000,-118.29034729000,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden View,12900 Lower Azusa Road,,Baldwin Park,CA,,,34.09186417000,-117.99295303000,,,,,,,,,,,,,,,,,,,,,,,,,,
Seeds Of Carver Community Garden,2319 Second Avenue,,Los Angeles,CA,,,34.03574044000,-118.31893265000,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardena Hills Nursery,12597 Budlong Street,,Los Angeles,CA,,,33.91843631000,-118.29643950000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Spot Nursery,12340 Stagg Street,,North Hollywood,CA,,,34.21205716000,-118.40195963000,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nuys Garden Center,16400 Chase Street,,North Hills,CA,,,34.22475555000,-118.48964637000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Thumb Garden Nursery,17915 South Western Avenue,,Torrance,CA,,,33.86803022000,-118.30919240000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green Thumb International, Incorporated",23734 North San Fernando Road,,Newhall,CA,,,34.37089387000,-118.51490940000,,,,,,,,,,,,,,,,,,,,,,,,,,
Venice Community Garden,643 Mildred Avenue,,Venice,CA,,,33.98726246000,-118.46188134000,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont Square Community Garden,4712 S. Vermont Avenue,,Los Angeles,CA,,,34.00009067000,-118.29150679000,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauregui Nursery,7200 Wardlow Road,,Long Beach,CA,,,33.81879860000,-118.09265102000,,,,,,,,,,,,,,,,,,,,,,,,,,
Jauregui Nursery,6970 Via Del Rio Street,,Long Beach,CA,,,33.78807894000,-118.09685337000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Touch Nursery,8842 Park Street,,Bellflower,CA,,,33.87835323000,-118.14347871000,,,,,,,,,,,,,,,,,,,,,,,,,,
Vista Hermosa Gardens,1590 E. 114th Street,,Los Angeles,CA,,,33.93108718000,-118.24652603000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Valley Wholesale Nursery,11205 Victory Blvd,,North Hollywood,CA,,,34.18672855000,-118.37495123000,,,,,,,,,,,,,,,,,,,,,,,,,,
Wattles Farm,1714 N. Curson Avenue,,Los Angeles,CA,,,34.10199105000,-118.35501155000,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green View Nursery, Incorporated",18590 Lassen Street,,Northridge,CA,,,34.24997358000,-118.53769966000,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenlee And Associates,160 East Franklin Avenue,,Pomona,CA,,,34.04055287000,-117.74865868000,,,,,,,,,,,,,,,,,,,,,,,,,,
Trend Community Garden,43100 North Alexo Drive,,Lancaster,CA,,,34.66232162000,-118.19634712000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Arrow Nursery,8845 Sepulveda,,Van Nuys,CA,,,34.20237410000,-118.44633988000,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Avenue/Cesar Chavez Community Garden,1136 S. Union Avenue,,Los Angeles,CA,,,34.04670333000,-118.27568369000,,,,,,,,,,,,,,,,,,,,,,,,,,
Ujima Farm Project,941 E. 126th Street,,Los Angeles,CA,,,33.91884807000,-118.25828597000,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Leaf Nursery,10490 Washington Boulevard,,Whittier,CA,,,33.97488629000,-118.08195322000,,,,,,,,,,,,,,,,,,,,,,,,,,
Grower Gallo Nursery,15410 E. Gale Ave,,Hacienda Heights,CA,,,34.01337411000,-117.97133718000,,,,,,,,,,,,,,,,,,,,,,,,,,
Guy B. Wrinkle Exotic Plants,2140 Warmlands Avenue,,Vista,CA,,,33.23267362000,-117.21856887000,,,,,,,,,,,,,,,,,,,,,,,,,,
"H And H Nursery, Incorporated",6220 Lakewood Boulevard,,Lakewood,CA,,,33.86807966000,-118.14243633000,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox & Laurel Park And Community Garden,14353 Fox Street,,San Fernando,CA,,,34.27189824000,-118.44574595000,,,,,,,,,,,,,,,,,,,,,,,,,,
Hashimoto Nursery,1935 Sawtelle Boulevard,,Los Angeles,CA,,,34.04156105000,-118.44422260000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mc Francis Community Garden,2909 Francis Ave,,Los Angeles,CA,,,34.05684802000,-118.28941935000,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier'S Nursery,610 East Carson Plaza Drive,,Carson,CA,,,33.84534377000,-118.26404149000,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidad Park And Community Garden,1644 Beverly Boulevard,,Los Angeles,CA,,,34.06399499000,-118.26445040000,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier'S Nursery,920 East 213th Street,,Carson,CA,,,33.83535046000,-118.25868264000,,,,,,,,,,,,,,,,,,,,,,,,,,
West Athens Victory Garden,10500 South Normandie,,Los Angeles,CA,,,33.94100029000,-118.30025356000,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill Grove Wholesale Nursery,455 Floral Drive,,Monterey Park,CA,,,34.03821711000,-118.13831887000,,,,,,,,,,,,,,,,,,,,,,,,,,
El Cariso Little Green Fingers Children'S Garden,13100 Hubbard St,,Sylmar,CA,,,34.31803880000,-118.41830958000,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilltop Nursery,1919 Skyline Vista Drive,,La Habra,CA,,,33.96434999000,-117.93273281000,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa Little Green Fingers Children'S Garden,965 South Mariposa Ave,,Los Angeles,CA,,,34.05365834000,-118.29898482000,,,,,,,,,,,,,,,,,,,,,,,,,,
