UID,Name,StreetAddress,City,State,Zipcode,Latitude,Longitude
,Superior Grocers,16100 Lakewood Blvd,Bellflower,CA,90706,33.887981,-118.14265
,Circle K,2343 W Avenue J,Lancaster,CA,93536,34.689465,-118.17331
,Circle K,1865 Manhattan Beach Blvd,Manhattan Beach,CA,90266,33.887447,-118.37913
,Circle K,524 W Adams Blvd,Los Angeles,CA,90007,34.027721,-118.27522
,Circle K,392 N Lake Ave,Pasadena,CA,91101,34.152519,-118.13225
,Circle K,5553 White Oak Ave,Encino,CA,91316,34.17186,-118.51859
,Circle K,2010 S Hacienda Blvd,Hacienda Heights,CA,91745,33.996948,-117.96773
,Circle K,504 N Diamond Bar Blvd,Diamond Bar,CA,91765,34.029037,-117.81039
,Circle K,5871 E Spring St,Long Beach,CA,90808,33.81065,-118.11742
,Circle K,27706 McBean Pkwy,Valencia,CA,91354,34.444611,-118.55331
,Circle K,2114 Verdugo Blvd,Montrose,CA,91020,34.204803,-118.22372
,Target,8480 Beverly Blvd,Los Angeles,CA,90048,34.076035,-118.37634
,Circle K,12000 Paramount Blvd,Downey,CA,90242,33.933041,-118.14509
,Circle K,1150 W Pacific Coast Hwy,Harbor City,CA,90710,33.790035,-118.29715
,Walmart,5420 La Palma Ave,La Palma,CA,90623,33.846252,-118.03853
,Circle K,1030 S Hacienda Blvd,Hacienda Heights,CA,91745,34.011139,-117.96268
,Circle K,22240 Avalon Blvd,Carson,CA,90745,33.824421,-118.26356
,Sprouts Farmers Market,1751 Westwood Blvd,Los Angeles,CA,90024,34.051281,-118.43835
,Sprouts Farmers Market,6607 Fallbrook Ave,West Hills,CA,91307,34.189995,-118.62347
,Walmart,19340 Hawthorne Blvd,Torrance,CA,90503,33.855511,-118.35358
,Walmart,14441 Inglewood Ave,Hawthorne,CA,90250,33.900379,-118.36131
,Smart & Final,845 S Figueroa St,Los Angeles,CA,90017,34.046932,-118.26219
,Superior Grocers,12721 Valley View Ave,La Mirada,CA,90638,33.916267,-118.02941
,Walmart,1425 N Hacienda Blvd,La Puente,CA,91744,34.046486,-117.9485
,Target,701 Rio Rancho Rd,Pomona,CA,91765,34.027191,-117.77201
,Smart & Final,23640B Lyons Ave,Newhall,CA,91321,34.379257,-118.54755
,Smart & Final,2929 Crenshaw Blvd,Los Angeles,CA,90016,34.028049,-118.33514
,Smart & Final,3708 W Burbank Blvd,Burbank,CA,91505,34.174595,-118.35045
,Smart & Final,18204 E Gale Ave,City of Industry,CA,91748,33.995224,-117.90689
,Smart & Final,18555 Devonshire St,Northridge,CA,91324,34.25729,-118.53822
,Northgate Gonzalez Market,4700 Inglewood Blvd,Culver City,CA,90230,33.993114,-118.41512
,Northgate Gonzalez Market,2038 E 10th St,Long Beach,CA,90804,33.778934,-118.1671
,Superior Grocers,4308 Slauson Ave,Maywood,CA,90270,33.987534,-118.1897
,Walmart,14865 Telegraph Rd,La Mirada,CA,90638,33.918991,-118.01497
,Gelson's,6255 E 2nd St,Long Beach,CA,90803,33.75774,-118.11305
,Smart & Final,1041 N Fuller Ave,West Hollywood,CA,90046,34.089703,-118.34992
,Smart & Final,16847 Ventura Blvd,Encino,CA,91316,34.159088,-118.50024
,Ralphs,14049 Ventura Blvd,Sherman Oaks,CA,91423,34.149368,-118.43915
,Walmart,4651 Firestone Blvd,South Gate,CA,90280,33.952393,-118.18768
,Smart & Final,1005 W Arrow Hwy,San Dimas,CA,91773,34.106777,-117.82736
,Northgate Gonzalez Market,944 E Slauson Ave,Los Angeles,CA,90011,33.989292,-118.25826
,Smart & Final,4550 W Pico,Los Angeles,CA,90019,34.048618,-118.33486
,Smart & Final,15055 Mulberry Dr,Whittier,CA,90604,33.935287,-118.0109
